# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 24 15:07:14 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_rvamp,sy_dist,sy_gaiamag,rowupdate,pl_pubdate,releasedate
Kepler-324 e,1,1,4,0,Transit,2021,Kepler,Published Confirmed,0,13.97939968,,2.039,,,501.5740000,14.0909000,2021-12-05,2022-02,2021-12-05
Kepler-325 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,4.54443900,0.053000,2.910,,,823.2420000,15.0053000,2014-05-14,2014-03,2014-05-14
Kepler-325 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,12.76217200,0.105000,2.540,,,823.2420000,15.0053000,2014-05-14,2014-03,2014-05-14
Kepler-325 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,38.71518500,0.220000,2.790,,,823.2420000,15.0053000,2014-05-14,2014-03,2014-05-14
Kepler-326 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,2.24832900,0.032000,1.520,,,487.6750000,13.6788000,2014-05-14,2014-03,2014-05-14
Kepler-326 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,4.58035800,0.051000,1.400,,,487.6750000,13.6788000,2014-05-14,2014-03,2014-05-14
Kepler-326 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,6.76688800,0.066000,1.210,,,487.6750000,13.6788000,2014-05-14,2014-03,2014-05-14
Kepler-327 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,2.54957500,0.029000,1.110,,,241.9870000,14.9804000,2014-05-14,2014-03,2014-05-14
Kepler-327 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,5.21233300,0.047000,1.030,,,241.9870000,14.9804000,2014-05-14,2014-03,2014-05-14
Kepler-327 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,13.96945700,0.090000,1.730,,,241.9870000,14.9804000,2014-05-14,2014-03,2014-05-14
Kepler-328 b,1,1,2,0,Transit,2013,Kepler,Published Confirmed,0,34.92100000,,2.300,28.50000,,2213.1900000,15.6036000,2014-05-14,2014-02,2014-05-14
Kepler-328 c,1,1,2,0,Transit,2013,Kepler,Published Confirmed,0,71.31200000,,5.400,39.40000,,2213.1900000,15.6036000,2014-05-14,2014-02,2014-05-14
Kepler-329 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,7.41639700,0.061000,1.400,,,439.7190000,15.4312000,2014-05-14,2014-03,2014-05-14
Kepler-329 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,18.68473700,0.113000,1.930,,,439.7190000,15.4312000,2014-05-14,2014-03,2014-05-14
Kepler-33 b,1,1,5,0,Transit,2011,Kepler,Published Confirmed,0,5.66793000,0.067700,1.740,,,1209.1600000,13.9513000,2021-10-04,2012-05,2021-10-04
Kepler-33 c,1,1,5,0,Transit,2011,Kepler,Published Confirmed,0,13.17562000,0.118900,3.200,,,1209.1600000,13.9513000,2021-10-04,2012-05,2021-10-04
Kepler-33 d,1,1,5,0,Transit,2011,Kepler,Published Confirmed,0,21.77596000,0.166200,5.350,,,1209.1600000,13.9513000,2021-10-04,2012-05,2021-10-04
Kepler-33 e,1,1,5,0,Transit,2011,Kepler,Published Confirmed,0,31.78440000,0.213800,4.020,,,1209.1600000,13.9513000,2021-10-04,2012-05,2021-10-04
Kepler-33 f,1,1,5,0,Transit,2011,Kepler,Published Confirmed,0,41.02902000,0.253500,4.460,,,1209.1600000,13.9513000,2021-10-04,2012-05,2021-10-04
Kepler-330 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,8.25978000,0.075000,1.350,,,717.5270000,15.2634000,2014-05-14,2014-03,2014-05-14
Kepler-330 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,15.95538700,0.116000,1.950,,,717.5270000,15.2634000,2014-05-14,2014-03,2014-05-14
Kepler-331 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,8.45749600,0.065000,1.820,,,580.1190000,15.8359000,2014-05-14,2014-03,2014-05-14
Kepler-331 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,17.28111000,0.105000,1.840,,,580.1190000,15.8359000,2014-05-14,2014-03,2014-05-14
Kepler-331 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,32.13432800,0.159000,1.640,,,580.1190000,15.8359000,2014-05-14,2014-03,2014-05-14
Kepler-332 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,7.62632400,0.070000,1.170,,,344.1900000,14.0025000,2014-05-14,2014-03,2014-05-14
Kepler-332 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,15.99562200,0.114000,1.090,,,344.1900000,14.0025000,2014-05-14,2014-03,2014-05-14
Kepler-332 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,34.21154000,0.189000,1.180,,,344.1900000,14.0025000,2014-05-14,2014-03,2014-05-14
Kepler-333 b,1,2,2,0,Transit,2014,Kepler,Published Confirmed,0,12.55115800,0.087000,1.320,,,324.4130000,14.7212000,2014-05-14,2014-03,2014-05-14
Kepler-333 c,1,2,2,0,Transit,2014,Kepler,Published Confirmed,0,24.08821000,0.135000,1.110,,,324.4130000,14.7212000,2014-05-14,2014-03,2014-05-14
Kepler-334 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,5.47031900,0.061000,1.120,,,426.5900000,12.7300000,2014-05-14,2014-03,2014-05-14
Kepler-334 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,12.75800500,0.107000,1.430,,,426.5900000,12.7300000,2014-05-14,2014-03,2014-05-14
Kepler-334 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,25.09849000,0.168000,1.410,,,426.5900000,12.7300000,2014-05-14,2014-03,2014-05-14
Kepler-335 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,6.56233100,0.075000,3.390,,,1278.9700000,13.9603000,2014-05-14,2014-03,2014-05-14
Kepler-335 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,67.84446900,0.356000,3.070,,,1278.9700000,13.9603000,2014-05-14,2014-03,2014-05-14
Kepler-336 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,2.02482300,0.033000,1.020,,,768.8600000,13.5839000,2014-05-14,2014-03,2014-05-14
Kepler-336 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,9.60000100,0.092000,2.100,,,768.8600000,13.5839000,2014-05-14,2014-03,2014-05-14
Kepler-336 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,20.67877200,0.154000,2.370,,,768.8600000,13.5839000,2014-05-14,2014-03,2014-05-14
Kepler-337 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,3.29278100,0.045000,1.540,,,677.9750000,12.7075000,2014-05-14,2014-03,2014-05-14
Kepler-337 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,9.69320100,0.093000,2.050,,,677.9750000,12.7075000,2014-05-14,2014-03,2014-05-14
Kepler-338 b,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,13.72697600,0.117000,2.440,,,552.7980000,12.0828000,2014-05-14,2014-03,2014-05-14
Kepler-338 c,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,24.31085600,0.172000,2.340,,,552.7980000,12.0828000,2014-05-14,2014-03,2014-05-14
Kepler-338 d,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,44.43101400,0.257000,3.000,,,552.7980000,12.0828000,2014-05-14,2014-03,2014-05-14
Kepler-338 e,1,1,4,0,Transit Timing Variations,2014,Kepler,Published Confirmed,0,9.34100000,,1.560,8.50000,,552.7980000,12.0828000,2014-05-28,2014-05,2014-05-28
Kepler-339 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,4.97765600,0.055000,1.420,,,616.6370000,14.5134000,2014-05-14,2014-03,2014-05-14
Kepler-339 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,6.98805500,0.069000,1.150,,,616.6370000,14.5134000,2014-05-14,2014-03,2014-05-14
Kepler-339 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,10.55834500,0.091000,1.170,,,616.6370000,14.5134000,2014-05-14,2014-03,2014-05-14
Kepler-34 b,1,2,1,0,Transit,2011,Kepler,Published Confirmed,0,288.82200000,1.089600,8.564,69.92000,,1800.8200000,14.8297000,2014-05-14,2012-01,2014-05-14
Kepler-340 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,14.84438700,0.134000,2.530,,,808.7620000,12.3031000,2014-05-14,2014-03,2014-05-14
Kepler-340 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,22.82466900,0.178000,3.370,,,808.7620000,12.3031000,2014-05-14,2014-03,2014-05-14
Kepler-341 b,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,5.19552800,0.060000,1.180,,,1047.0300000,14.5672000,2014-05-14,2014-03,2014-05-14
Kepler-341 c,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,8.01041000,0.080000,1.700,,,1047.0300000,14.5672000,2014-05-14,2014-03,2014-05-14
Kepler-341 d,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,27.66631300,0.182000,1.850,,,1047.0300000,14.5672000,2014-05-14,2014-03,2014-05-14
Kepler-341 e,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,42.47326900,0.242000,1.990,,,1047.0300000,14.5672000,2014-05-14,2014-03,2014-05-14
Kepler-342 b,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,15.17031800,0.128000,2.250,,,781.6110000,13.0992000,2014-05-14,2014-03,2014-05-14
Kepler-342 c,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,26.23413800,0.185000,1.960,,,781.6110000,13.0992000,2014-05-14,2014-03,2014-05-14
Kepler-342 d,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,39.45935700,0.242000,2.490,,,781.6110000,13.0992000,2014-05-14,2014-03,2014-05-14
Kepler-342 e,1,1,4,0,Transit,2016,Kepler,Published Confirmed,0,1.64422461,,0.880,,,781.6110000,13.0992000,2016-05-06,2016-05,2016-05-10
Kepler-343 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,8.96855000,0.088000,2.410,,,927.1930000,14.1102000,2014-05-14,2014-03,2014-05-14
Kepler-343 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,23.22182000,0.167000,2.020,,,927.1930000,14.1102000,2014-05-14,2014-03,2014-05-14
Kepler-344 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,21.96394500,0.153000,2.610,,,1002.9400000,15.3025000,2014-05-14,2014-03,2014-05-14
Kepler-344 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,125.59680900,0.488000,2.950,,,1002.9400000,15.3025000,2014-05-14,2014-03,2014-05-14
Kepler-345 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,7.41556300,0.066000,0.740,,,,14.0341000,2014-05-14,2014-03,2014-05-14
Kepler-345 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,9.38742700,0.077000,1.200,,,,14.0341000,2014-05-14,2014-03,2014-05-14
Kepler-346 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,6.51112700,0.071000,2.660,,,984.1050000,15.1549000,2014-05-14,2014-03,2014-05-14
Kepler-346 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,23.85154900,0.168000,3.070,,,984.1050000,15.1549000,2014-05-14,2014-03,2014-05-14
Kepler-347 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,12.79836000,0.110000,1.970,,,1298.8800000,14.4892000,2014-05-14,2014-03,2014-05-14
Kepler-347 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,27.32087100,0.183000,1.750,,,1298.8800000,14.4892000,2014-05-14,2014-03,2014-05-14
Kepler-347 d,1,1,3,0,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,85.51734400,0.380200,3.040,,,1298.8800000,14.4892000,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-348 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,7.05677000,0.076000,1.520,,,570.7830000,12.5881000,2014-05-14,2014-03,2014-05-14
Kepler-348 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,17.26542700,0.138000,1.330,,,570.7830000,12.5881000,2014-05-14,2014-03,2014-05-14
Kepler-349 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,5.92977800,0.065000,1.900,,,940.7240000,14.7211000,2014-05-14,2014-03,2014-05-14
Kepler-349 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,12.24762900,0.105000,1.960,,,940.7240000,14.7211000,2014-05-14,2014-03,2014-05-14
Kepler-35 b,1,2,1,0,Transit,2011,Kepler,Published Confirmed,0,131.45800000,0.603470,8.160,40.36300,,1819.1700000,15.7352000,2014-05-14,2012-01,2014-05-14
Kepler-350 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,11.18956200,0.104000,1.850,,,956.8590000,13.7606000,2014-05-14,2014-03,2014-05-14
Kepler-350 c,1,1,3,0,Transit,2013,Kepler,Published Confirmed,0,17.84900000,,3.100,6.10000,,956.8590000,13.7606000,2014-05-14,2014-02,2014-05-14
Kepler-350 d,1,1,3,0,Transit,2013,Kepler,Published Confirmed,0,26.13600000,,2.800,14.90000,,956.8590000,13.7606000,2014-05-14,2014-02,2014-05-14
Kepler-351 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,37.05491900,0.214000,3.060,,,1083.9100000,15.9665000,2014-05-14,2014-03,2014-05-14
Kepler-351 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,57.24809000,0.287000,3.190,,,1083.9100000,15.9665000,2014-05-14,2014-03,2014-05-14
Kepler-351 d,1,1,3,0,Transit,2016,Kepler,Published Confirmed,0,142.54424700,,2.720,,,1083.9100000,15.9665000,2016-05-06,2016-05,2016-05-10
Kepler-352 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,10.05537000,0.085000,0.860,,,252.7330000,12.9561000,2014-05-14,2014-03,2014-05-14
Kepler-352 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,16.33299500,0.118000,1.240,,,252.7330000,12.9561000,2014-05-14,2014-03,2014-05-14
Kepler-352 d,1,1,3,0,Transit,2021,Kepler,Published Confirmed,0,6.88727999,,0.806,,,252.7330000,12.9561000,2021-12-05,2022-02,2021-12-05
Kepler-353 b,1,2,2,0,Transit,2014,Kepler,Published Confirmed,0,5.79527800,0.051000,0.890,,,384.6940000,15.7248000,2014-05-14,2014-03,2014-05-14
Kepler-353 c,1,2,2,0,Transit,2014,Kepler,Published Confirmed,0,8.41089400,0.065000,1.380,,,384.6940000,15.7248000,2014-05-14,2014-03,2014-05-14
Kepler-354 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,5.47666000,0.054000,1.840,,,554.0640000,15.5561000,2014-05-14,2014-03,2014-05-14
Kepler-354 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,16.93440200,0.115000,1.310,,,554.0640000,15.5561000,2014-05-14,2014-03,2014-05-14
Kepler-354 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,24.20984200,0.146000,1.240,,,554.0640000,15.5561000,2014-05-14,2014-03,2014-05-14
Kepler-355 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,11.03189000,0.102000,1.460,,,1432.1700000,15.0663000,2014-05-14,2014-03,2014-05-14
Kepler-355 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,25.76229400,0.179000,2.710,,,1432.1700000,15.0663000,2014-05-14,2014-03,2014-05-14
Kepler-356 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,4.61269600,0.057000,1.570,,,707.5590000,12.9654000,2014-05-14,2014-03,2014-05-14
Kepler-356 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,13.12163200,0.115000,1.810,,,707.5590000,12.9654000,2014-05-14,2014-03,2014-05-14
Kepler-357 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,6.47543400,0.063000,1.840,,,688.5730000,15.5215000,2014-05-14,2014-03,2014-05-14
Kepler-357 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,16.85837000,0.120000,2.670,,,688.5730000,15.5215000,2014-05-14,2014-03,2014-05-14
Kepler-357 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,49.49987500,0.246000,3.430,,,688.5730000,15.5215000,2014-05-14,2014-03,2014-05-14
Kepler-358 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,34.06046700,0.210000,2.720,,,1101.1000000,15.3559000,2014-05-14,2014-03,2014-05-14
Kepler-358 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,83.48836900,0.381000,2.850,,,1101.1000000,15.3559000,2014-05-14,2014-03,2014-05-14
Kepler-359 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,25.56322200,0.178000,3.530,,,1443.2100000,15.8814000,2014-05-14,2014-03,2014-05-14
Kepler-359 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,57.68802000,0.307000,4.300,,,1443.2100000,15.8814000,2014-05-14,2014-03,2014-05-14
Kepler-359 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,77.09569100,0.372000,4.010,,,1443.2100000,15.8814000,2014-05-14,2014-03,2014-05-14
Kepler-36 b,1,1,2,0,Transit,2012,Kepler,Published Confirmed,0,13.86825000,,1.498,3.83000,,527.9560000,12.0767000,2020-05-04,2020-03,2020-05-07
Kepler-36 c,1,1,2,0,Transit,2012,Kepler,Published Confirmed,0,16.21865000,,3.679,7.13000,,527.9560000,12.0767000,2020-05-01,2020-03,2020-05-07
Kepler-360 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,3.28967200,0.044000,1.650,,,876.0440000,14.8128000,2014-05-14,2014-03,2014-05-14
Kepler-360 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,7.18643400,0.075000,2.100,,,876.0440000,14.8128000,2014-05-14,2014-03,2014-05-14
Kepler-361 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,8.48661600,0.086000,1.450,,,930.3200000,13.5447000,2014-05-14,2014-03,2014-05-14
Kepler-361 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,55.18802300,0.300000,2.520,,,930.3200000,13.5447000,2014-05-14,2014-03,2014-05-14
Kepler-362 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,10.32718600,0.087000,0.880,,,1090.5100000,14.4863000,2014-05-14,2014-03,2014-05-14
Kepler-362 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,37.86628100,0.207000,1.450,,,1090.5100000,14.4863000,2014-05-14,2014-03,2014-05-14
Kepler-363 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,3.61456800,0.048000,1.160,,,762.5960000,13.3160000,2014-05-14,2014-03,2014-05-14
Kepler-363 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,7.54242700,0.079000,1.690,,,762.5960000,13.3160000,2014-05-14,2014-03,2014-05-14
Kepler-363 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,11.93212500,0.107000,2.050,,,762.5960000,13.3160000,2014-05-14,2014-03,2014-05-14
Kepler-364 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,25.74571800,0.178000,1.550,,,891.4620000,13.6134000,2014-05-14,2014-03,2014-05-14
Kepler-364 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,59.98062700,0.312000,2.150,,,891.4620000,13.6134000,2014-05-14,2014-03,2014-05-14
Kepler-365 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,10.66490300,0.098000,2.040,,,1038.9900000,,2014-05-14,2014-03,2014-05-14
Kepler-365 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,17.78412900,0.137000,1.640,,,1038.9900000,,2014-05-14,2014-03,2014-05-14
Kepler-366 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,3.28195900,0.045000,1.460,,,1856.2800000,14.7901000,2014-05-14,2014-03,2014-05-14
Kepler-366 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,12.51616000,0.110000,1.790,,,1856.2800000,14.7901000,2014-05-14,2014-03,2014-05-14
Kepler-367 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,37.81572400,0.201000,1.300,,,188.0270000,12.8482000,2014-05-14,2014-03,2014-05-14
Kepler-367 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,53.57863700,0.253000,1.200,,,188.0270000,12.8482000,2014-05-14,2014-03,2014-05-14
Kepler-368 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,26.84768000,0.186000,3.260,,,770.9780000,12.8380000,2014-05-14,2014-03,2014-05-14
Kepler-368 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,72.37933400,0.360000,3.880,,,770.9780000,12.8380000,2014-05-14,2014-03,2014-05-14
Kepler-369 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,2.73275600,0.030000,1.130,,,,15.6683000,2014-05-14,2014-03,2014-05-14
Kepler-369 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,14.87157200,0.094000,1.410,,,,15.6683000,2014-05-14,2014-03,2014-05-14
Kepler-37 b,1,1,4,0,Transit,2013,Kepler,Published Confirmed,0,13.36702000,0.101900,0.310,0.79000,0.250,63.9207000,9.5498800,2023-04-17,2023-04,2023-04-17
Kepler-37 c,1,1,4,0,Transit,2013,Kepler,Published Confirmed,0,21.30184800,0.139000,0.755,1.30000,0.340,63.9207000,9.5498800,2023-04-17,2023-04,2023-04-17
Kepler-37 d,1,1,4,0,Transit,2013,Kepler,Published Confirmed,0,39.79226220,0.210900,2.030,2.00000,0.440,63.9207000,9.5498800,2023-04-17,2023-04,2023-04-17
Kepler-37 e,1,1,4,0,Transit Timing Variations,2014,Kepler,Published Confirmed,0,51.19600000,,,,,63.9207000,9.5498800,2014-05-28,2014-05,2014-05-28
Kepler-370 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,4.57953000,0.054000,1.590,,,1167.9400000,15.1595000,2014-05-14,2014-03,2014-05-14
Kepler-370 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,19.02293000,0.140000,1.910,,,1167.9400000,15.1595000,2014-05-14,2014-03,2014-05-14
Kepler-371 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,34.76327800,0.200000,1.890,,,813.1920000,13.7984000,2014-05-14,2014-03,2014-05-14
Kepler-371 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,67.96801500,0.313000,1.780,,,813.1920000,13.7984000,2014-05-14,2014-03,2014-05-14
Kepler-372 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,6.84969200,0.075000,1.360,,,1493.9500000,14.8342000,2014-05-14,2014-03,2014-05-14
Kepler-372 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,20.05376300,0.154000,2.090,,,1493.9500000,14.8342000,2014-05-14,2014-03,2014-05-14
Kepler-372 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,30.09256800,0.201000,1.690,,,1493.9500000,14.8342000,2014-05-14,2014-03,2014-05-14
Kepler-373 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,5.53530900,0.060000,1.360,,,1090.4500000,14.4856000,2014-05-14,2014-03,2014-05-14
Kepler-373 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,16.72594800,0.126000,1.240,,,1090.4500000,14.4856000,2014-05-14,2014-03,2014-05-14
Kepler-374 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,1.89780600,0.029000,1.030,,,1265.6100000,14.6608000,2014-05-14,2014-03,2014-05-14
Kepler-374 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,3.28280700,0.042000,1.100,,,1265.6100000,14.6608000,2014-05-14,2014-03,2014-05-14
Kepler-374 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,5.02821900,0.056000,1.310,,,1265.6100000,14.6608000,2014-05-14,2014-03,2014-05-14
Kepler-375 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,12.12593400,0.101000,1.450,,,1238.8100000,15.6771000,2014-05-14,2014-03,2014-05-14
Kepler-375 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,19.98632600,0.141000,2.650,,,1238.8100000,15.6771000,2014-05-14,2014-03,2014-05-14
Kepler-376 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,4.92019900,0.057000,1.070,,,923.0670000,13.7340000,2014-05-14,2014-03,2014-05-14
Kepler-376 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,14.17232700,0.115000,1.790,,,923.0670000,13.7340000,2014-05-14,2014-03,2014-05-14
Kepler-377 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,12.50952900,0.109000,1.390,,,823.8040000,13.8315000,2014-05-14,2014-03,2014-05-14
Kepler-377 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,27.01497600,0.182000,2.060,,,823.8040000,13.8315000,2014-05-14,2014-03,2014-05-14
Kepler-378 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,16.09236100,0.112000,0.750,,,152.0940000,12.4551000,2014-05-14,2014-03,2014-05-14
Kepler-378 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,28.90600900,0.166000,0.700,,,152.0940000,12.4551000,2014-05-14,2014-03,2014-05-14
Kepler-379 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,20.09838000,0.152000,1.660,,,731.2740000,13.3686000,2014-05-14,2014-03,2014-05-14
Kepler-379 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,62.78469700,0.326000,2.290,,,731.2740000,13.3686000,2014-05-14,2014-03,2014-05-14
Kepler-38 b,1,2,1,0,Transit,2012,Kepler,Published Confirmed,0,105.59900000,0.463200,4.300,122.00000,,1174.5900000,13.9066000,2014-05-14,2012-10,2014-05-14
Kepler-380 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,3.93082100,0.050000,1.190,,,813.7130000,13.6113000,2014-05-14,2014-03,2014-05-14
Kepler-380 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,7.63000400,0.078000,1.270,,,813.7130000,13.6113000,2014-05-14,2014-03,2014-05-14
Kepler-381 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,5.62902100,0.066000,0.990,,,267.3230000,10.5459000,2014-05-14,2014-03,2014-05-14
